domain,best_email,best_source,status,all_emails,sources
day.ai,,,no_email,legal@day.ai;careers@day.ai;accounts@day.ai,https://day.ai/;https://day.ai/careers;https://day.ai/product;https://day.ai/terms;https://day.ai/contact;https://day.ai/contact-us
dcycle.io,support@dcycle.io,https://dcycle.io/support/,found,support@dcycle.io,https://dcycle.io/;https://dcycle.io/support/
datarails.com,,,no_email,,https://datarails.com/;https://www.datarails.com/datarails-for-business-services/;https://www.datarails.com/datarails-for-healthcare/;https://www.datarails.com/datarails-for-financial-services/;https://www.datarails.com/success/;https://www.datarails.com/careers/
dazzly.co,support@dazzly.co,https://dazzly.co/,found,support@dazzly.co,https://dazzly.co/;https://dazzly.co/en-US/support
datocms.com,support@datocms.com,https://datocms.com/,found,support@datocms.com,https://datocms.com/;https://datocms.com/features/headless-cms-multi-language
dealercrm.com,hello@dealercrm.com,https://dealercrm.com/features,found,hello@dealercrm.com,https://dealercrm.com/;https://dealercrm.com/features
dealground.com,info@dealground.com,https://dealground.com/,found,info@dealground.com;sam.smith@gmail.com;john.smith@gmail.com,https://dealground.com/;https://dealground.com/contact-sales
deako.com,support@deako.com,https://deako.com/contact-us,found,support@deako.com;sales@deako.com;lightingconsultants@deako.com,https://deako.com/;https://deako.com/parent-care/;https://support.deako.com/hc/en-us;https://deako.com/contact-us
dana.id,,,no_email,,
datasite.com,,,no_email,hr@datasite.com;developer@datasite.com,https://datasite.com/;https://datasite.com/en/solutions/industry/healthcare;https://datasite.com/en/resources/datasite-apis;https://datasite.com/en/company/careers;https://datasite.com/en/company/customers;https://datasite.com/en/company/datasite-assist
dcm-inc.com,,,no_email,,https://dcm-inc.com/;https://www.dcm-inc.com/careers/;https://dcm-inc.com/contact
decisionpoint.io,info@decisionpoint.io,https://decisionpoint.io/,found,info@decisionpoint.io,https://decisionpoint.io/;https://decisionpoint.io/contact
deconcern.nl,info@deconcern.nl,https://deconcern.nl/,found,info@deconcern.nl,https://deconcern.nl/;https://deconcern.nl/contact
deducta.ai,,,no_email,,https://deducta.ai/;https://deducta.ai/contact
deepidv.com,sales@deepidv.com,https://deepidv.com/,found,sales@deepidv.com,https://deepidv.com/;https://deepidv.com/
dealmachine.com,,,no_email,,https://dealmachine.com/;https://www.dealmachine.com/skip-tracing?hsLang=en;https://help.dealmachine.com/;https://help.dealmachine.com;https://dealmachine.com/;https://dealmachine.com/skip-tracing
deapi.ai,support@deapi.ai,https://deapi.ai/,found,support@deapi.ai,https://deapi.ai/;https://deapi.ai/contact-sales
dealforma.com,support@dealforma.com,https://dealforma.com/,found,support@dealforma.com;info@dealforma.com,https://dealforma.com/;https://dealforma.com/contact-us/
datapolicy.co,,,no_email,ti@datapolicy.co,https://datapolicy.co/
default.com,,,no_email,emma@attio.com;albert@figma.com;patricia@linkedin.com;albert@amplemarket.com;james.smith@apollo.io;patricia.johnson@calendly.com;james.smith@notion.com;emma@airtable.com,https://default.com/
deel.com,,,no_email,ylli.lekiqi@deel.com;tristan.woods@deel.com;badoui.raeiche@deel.com;charles.phillips@deel.com;shazan.ashroff@deel.com;recruiting@deel.com;facundo.curien@deel.com;kristy.christie@deel.com;lucas.pazin@deel.com;martina.presnajderova@deel.com;tauri.tamm@deel.com;felipe.nader@deel.com;georgia.kaufman@deel.com;sefi.litmanovich@deel.com;andy.ahluwalia@deel.com;darshita.kathal@deel.com;david.ahmed@deel.com;zach.esrig@deel.com;benefitsadmin@deel.com;juliano.garcia@deel.com;hunter.hedman@deel.com;julien.edde@deel.com;joe.qiao@deel.com;arseniy.tsuprunov@deel.com;kanika.narang@deel.com;anahid.budussian@deel.com;verina.cornelia@deel.com;stefan.coltescu@deel.com;ben.caplan@deel.com;mario.benitez@deel.com;lucas.faraht@deel.com;miguel.chambel@deel.com;laura@deel.com;shuo@deel.com;michelle.lam@deel.com;kathryn.stockton@deel.com;andrey@deel.com;fernando.gadelha@deel.com;david.acevedo@deel.com;david.barcelo@deel.com;juarez.mendes@deel.com;luiz.brito@deel.com;stanislav.catrici@deel.com;antonio.dediegosuanzes@deel.com;lucas.duarte@deel.com;kelly.yogui@deel.com;ivan.sierra@deel.com;carlos.rodrigues@deel.com;rohit.jain@deel.com;dmitry.christie@deel.com;victor.costa@deel.com;deepak.gupta@deel.com;pranali.kale@deel.com;mel.rosilio@deel.com;ibrahim.alispahic@deel.com;daniel.mellor@deel.com;channing.adler@deel.com;ben.cohen@deel.com;u003erecruiting@deel.com;ida.sisohore@deel.com;alex@deel.com;clerissa.lewis@deel.com;ajay.dhameja@deel.com;francesca.arlati@deel.com;gil.batista@deel.com;janberk.arikan@deel.com;mohammad.alkhatatbeh@deel.com;jen.salih@deel.com;nik.savic@deel.com;brian.zelesky@deel.com;ali.idris@deel.com;victoria.olavarria@deel.com;bruno.gregorio@deel.com;anton.mihaylov@deel.com;christina.lee@deel.com;ashwani.kumar@deel.com;irene.fanton@deel.com;jonathan.s@deel.com;rishit.sahu@deel.com;dan.karsenty@deel.com;dani.pinillos@deel.com;isabel.madeira@deel.com;carlos.sangillao@deel.com;thomas.chan@deel.com;kiko.piqueras@deel.com;utkarsh.patil@deel.com;alessandra.zacco@deel.com;andrew.moura@deel.com;matteo.camangi@deel.com;sonia.bhati@deel.com;chelsea.taylor@deel.com;isabeau.peters@deel.com;rahul.semwal@deel.com;broker@kota.io,https://deel.com/;https://deel.com/solutions/it/;https://deel.com/careers/;https://deel.com/solutions/services/;https://deel.com/case-studies/
deepsource.com,,,no_email,legal@deepsource.io;george@vandelay.com,https://deepsource.com/;https://deepsource.com/customers;https://deepsource.com/legal/terms;https://deepsource.com/contact/sales;https://deepsource.com/jobs
deiterate.com,support@deiterate.com,https://help.deiterate.com/,found,support@deiterate.com,https://deiterate.com/;https://help.deiterate.com/
deltaforge.tech,,,no_email,contactus@deltaforge.tech,https://deltaforge.tech/;https://deltaforge.tech/services/;https://deltaforge.tech/services/generative-ai/;https://deltaforge.tech/services/custom-software/;https://deltaforge.tech/services/staff-augmentation/;https://deltaforge.tech/services/managed-services/
demandbase.com,info@demandbase.com,https://demandbase.com/,found,info@demandbase.com;success@demandbase.com;pr@demandbase.com;security@demandbase.com;webgl2@2.x.x,https://demandbase.com/;https://www.demandbase.com/problems-we-solve/customer-success/
deeploy.ai,,,no_email,,https://deeploy.ai/;https://deeploy.ai/contact;https://deeploy.ai/contact-us;https://deeploy.ai/contact_us;https://deeploy.ai/contacts;https://deeploy.ai/contactus
deepnote.com,,,no_email,,https://deepnote.com/;https://deepnote.com/customers;https://deepnote.com/customers/floryn;https://deepnote.com/customers/vantai;https://deepnote.com/customers/omicvision;https://deepnote.com/customers/homa
deepsense.ai,,,no_email,,https://deepsense.ai/;https://deepsense.ai/careers/;https://deepsense.ai/contact-us/;https://deepsense.ai/enterprise-ready-anthropic-service-partner/;https://deepsense.ai/enterprise-ready-openai-service-partner/;https://deepsense.ai/industry/healthcare/
definely.com,,,no_email,,https://definely.com/;https://definely.com/join-us;https://www.definely.com/news-categories/customer-stories;https://definely.com/book-demo;https://help.definely.com/;https://help.definely.com
demola.net,support@demola.net,https://demola.net/help,found,support@demola.net;janne@demola.net;antti@demola.net;simo@demola.net;pavel@demola.net;felipe@demola.net;petra@demola.net;joonas@demola.net;mirza@demola.net;heikku@demola.net;jere@demola.net;laszlo@demola.net;ville@demola.net;lucas@demola.net,https://demola.net/;https://demola.net/;https://demola.net/contact;https://demola.net/help
delicity.com,,,no_email,,https://delicity.com/;https://pro.delicity.com/contact;https://delicity.com/contact;https://delicity.com/contact-us;https://delicity.com/contact_us;https://delicity.com/contacts
descrybe.com,info@descrybe.com,https://descrybe.com/,found,info@descrybe.com,https://descrybe.com/;https://descrybe.com/user-guide/open-connector
desktopcommander.app,team@desktopcommander.app,https://desktopcommander.app/,found,team@desktopcommander.app,https://desktopcommander.app/;https://desktopcommander.app/careers/
demodesk.com,,,no_email,alex@northwind.com,https://demodesk.com/;https://demodesk.com/case-studies/clark-switzerland;https://demodesk.com/case-studies/omr-reviews;https://demodesk.com/case-studies/workflex;https://demodesk.com/case-studies/heyjobs;https://demodesk.com/solutions/customer-success
demostack.com,,,no_email,privacy@demostack.com;%20privacy@demostack.com,https://demostack.com/;https://demostack.com/customer/how-a-pharmacy-tech-platform-added-a-simulation-to-make-drug-cost-savings-tangible;https://demostack.com/customer/bluevoyant-leverages-demostack-for-multi-million-dollar-rfp;https://demostack.com/customer/Synack;https://www.demostack.com/privacy;https://demostack.com/customer/gainsight
defillama.com,,,no_email,,https://defillama.com/;https://defillama.com/support;https://defillama.com/about;https://defillama.com/terms
descope.com,,,no_email,,https://descope.com/;https://descope.com/customers;https://descope.com/use-cases/b2b-apps;https://docs.descope.com/self-service-provisioning?_gl=1*53oq7x*_gcl_au*MTkzNzgxNTI0OC4xNzI3NjY3NzQx*_ga*MTE3MTcxNTYwMC4xNzI4OTIwNjM5*_ga_5W6KZKEKFX*MTczMzUwMTMxOS4yMjAuMS4xNzMzNTAyMzcyLjU5LjAuNzEyNjg0MTMw;https://descope.com/customers/gofundme;https://descope.com/customers/databricks
detrics.io,support@detrics.com,https://detrics.io/,found,support@detrics.com,https://detrics.io/;https://support.detrics.io
deskfirst.com,,,no_email,,https://deskfirst.com/;https://help.deskfirst.com/?_gl=1*xeerxx*_gcl_au*MjAyOTUwODU2OS4xNzcwNzU0MjEw;https://www.deskfirst.com/legal/terms-of-service;https://deskfirst.com/contact
devolens.com,help@devolens.com,https://devolens.com/,found,help@devolens.com,https://devolens.com/;https://devolens.com/professional-services
devally.com,support@devally.eu,https://app.devally.com/legal/tos,found,support@devally.eu;careers@devally.com;legal@devally.eu,https://devally.com/;https://devally.com/careers;https://app.devally.com/legal/tos
daniel-ip.com,,,timeout,,
devrev.ai,,,no_email,,https://devrev.ai/;https://devrev.ai/customers;https://devrev.ai/solutions/customer-support-teams;https://devrev.ai/solutions/service-desk-automation;https://devrev.ai/solutions/customer-agent;https://devrev.ai/customers/bill
deweydata.io,,,no_email,,https://deweydata.io/;https://deweydata.io/customers/researchers;https://deweydata.io/customers/librarians;https://deweydata.io/customers/data-providers;https://deweydata.io/contact;https://app.deweydata.io/data/safegraph
devcycle.com,support@devcycle.com,https://devcycle.com/contact/request-support,found,support@devcycle.com;sales@dynatrace.com,https://devcycle.com/;https://devcycle.com/contact/request-demo;https://devcycle.com/features/feature-opt-in;https://devcycle.com/contact/request-support
didit.me,support@didit.me,https://didit.me/,found,support@didit.me;hello@didit.me;user42+ref@temp-mail.io,https://didit.me/;https://status.didit.me
depositphotos.com,support@depositphotos.com,https://depositphotos.com/,found,support@depositphotos.com,https://depositphotos.com/;https://depositphotos.com/contact-us
dhtech.com,sales@dhtech.com,https://dhtech.com/,found,sales@dhtech.com;8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com;9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com;ed436f5053144538958ad06a5005e99a@sentry.wixpress.com;460ff4620fa44cba8df530afde949785@sentry.wixpress.com;79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com;271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com;2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com,https://dhtech.com/;https://www.dhtech.com/contact-8
diggercamp.com,,,no_email,,https://diggercamp.com/;https://diggercamp.com/contact;https://diggercamp.com/contact-us;https://diggercamp.com/contact_us;https://diggercamp.com/contacts;https://diggercamp.com/contactus
descript.com,,,no_email,,https://descript.com/;https://descript.com/eye-contact;https://descript.com/customers;https://descript.com/teams/customer-success;https://descript.com/teams/customer-support;https://descript.com/customers/saastr
dealroom.co,,,no_email,,
dice.com,,,no_email,baylee.jost@dice.com;nick.kolakowski@dice.com,https://dice.com/;https://www.dice.com/career-advice/dice-launches-mcp-server-for-ai-powered-job-search;https://dice.com/career-advice/job-hunting;https://dice.com/career-advice/resume-help;https://dice.com/career-advice/interview-tips;https://dice.com/career-advice/career-path
didlogic.com,,,no_email,,https://didlogic.com/;https://didlogic.com/voice/did-numbers/service-reliability/;https://didlogic.com/products/services/encrypted-calls/;https://didlogic.com/products/services/licensed-local-voice/;https://didlogic.com/products/services/sms/;https://didlogic.com/products/services/e911/
datadome.co,,,timeout,,
digip.com,,,no_email,,https://digip.com/;https://digip.com/book-a-meeting;https://digip.com/contact
digitalsurge.com.au,contact@digitalsurge.com.au,https://digitalsurge.com.au/customer-support/,found,contact@digitalsurge.com.au,https://digitalsurge.com.au/;https://digitalsurge.com.au/customer-support/
dfactory.pro,,,no_email,,https://dfactory.pro/
digitalocean.com,,,no_email,recops@digitalocean.com,https://digitalocean.com/;https://digitalocean.com/careers;https://digitalocean.com/support;https://digitalocean.com/company/contact/sales?referrer=tophat;https://digitalocean.com/customers;https://digitalocean.com/company/contact/sales?referrer=footer
detrack.com,,,no_email,,https://detrack.com/;https://www.detrack.com/delivery-tracking;https://www.detrack.com/customer-notifications/;https://www.detrack.com/services-and-trades/;https://www.detrack.com/detrack-blog;https://help.detrack.com/en/
